unique_id	claim	scientific_claim	annotator_1	annotator_2	annotator_3	id	evidence	label
9102	Parkinson's disease causes bradykinesia.	True	1	1	1	44912	The motor symptoms of the disease result from the death of cells in the substantia nigra , a region of the midbrain .	NOT ENOUGH INFO
9109	Shortness of attention is one indicator of pulmonary embolism.	True	1	1	1	85493	Signs of a PE include low blood oxygen levels , rapid breathing , rapid heart rate , and sometimes a mild fever .	NOT ENOUGH INFO
9135	Benzodiazepines can be taken in only small amounts.	True	1	1	1	154854	Short - and intermediate-acting benzodiazepines are preferred for the treatment of insomnia ; longer-acting benzodiazepines are recommended for the treatment of anxiety .	NOT ENOUGH INFO
9136	Coughing up mucus is one symptom of pulmonary embolism.	True	1	1	1	2191	They become more common as people get older .	NOT ENOUGH INFO
9165	The ovary's purpose is the production of bile.	True	1	1	1	31256	The ovary -LRB- From ovarium , literally `` egg '' or `` nut '' -RRB- is an ovum-producing reproductive organ , found in pairs in the female as part of the vertebrate female reproductive system .	NOT ENOUGH INFO
9176	Acetylcholine causes neuromodulation.	True	1	1	1	27853	Major neuromodulators in the central nervous system include dopamine , serotonin , acetylcholine , histamine , and norepinephrine .	NOT ENOUGH INFO
9206	Hermit crabs are diplopods.	True	1	1	1	94071	Hermit crabs are decapod crustaceans of the superfamily Paguroidea .	NOT ENOUGH INFO
9214	Research is used to test the validity of medical procedures.	True	1	1	1	171895	Approaches to research depend on epistemologies , which vary considerably both within and between humanities and sciences .	NOT ENOUGH INFO
9224	Doxycycline may cause nausea in children.	True	1	1	1	97445	If used during pregnancy or in young children may result in permanent problems with the teeth including changes in their color .	NOT ENOUGH INFO
9253	Georgians arose from the ancient Iberian civilizations and they are significant people.	True	1	1	1	151828	The Georgians or Kartvelians -LRB- -LSB- ქართველები , tr -RSB- -RRB- are a nation and ethnic group who constitute a majority of the population in Georgia .	NOT ENOUGH INFO
9342	Personality is affected by the development of personal storage of information.	True	1	0	1	80362	Different personality theorists present their own definitions of the word based on their theoretical positions .	NOT ENOUGH INFO
9359	Parkinson's disease has afflicted professional boxer Muhammad Ali.	False	0	0	0	104605	There is also an increased risk in people exposed to certain pesticides and among those who have had prior head injuries while there is a reduced risk in tobacco smokers and those who drink coffee or tea .	NOT ENOUGH INFO
9372	Dark matter is distinct from the moon.	False	0	0	1	124380	The name refers to the fact that it does not emit or interact with electromagnetic radiation , such as light , and is thus invisible to the entire electromagnetic spectrum .	NOT ENOUGH INFO
9395	The ovary is part of the process of hormone regulation.	True	1	1	1	6211	Ovaries in females are analogous to testes in males , in that they are both gonads and endocrine glands .	NOT ENOUGH INFO
9399	Bonobos have an estimated divorce rate of less than 50,000.	False	0	0	0	68158	It was released in the US on 16 October 2009 and in the UK on 30 October 2009 .	NOT ENOUGH INFO
9409	Species distribution can be understood through at least one environmental factor.	True	1	1	1	219194	Biogeographers try to understand the factors determining a species ' distribution .	NOT ENOUGH INFO
9418	Multicellular organisms include business conglomerates.	False	0	0	0	161724	Multicellular organisms arise in various different ways , for example by cell division or by aggregation of many single cells .	NOT ENOUGH INFO
9427	Pulmonary embolism is indicated by alterations in blood oxygen levels.	True	1	1	1	24689	The risk of blood clots is increased by cancer , prolonged bed rest , smoking , stroke , certain genetic conditions , estrogen-based medication , pregnancy , obesity , and after some types of surgery .	NOT ENOUGH INFO
9438	Military deception is a form of strategic dancing.	False	0	0	0	207319	In modern times military deception has developed as a fully fledged doctrine .	NOT ENOUGH INFO
9439	Bonobos have a population of 40,000.	True	1	1	1	22514	2003 UN Population Division population projections for the year 2150 range between 3.2 and 24.8 billion .	NOT ENOUGH INFO
9461	Species distribution can be understood through factors such as continental drift and extinction.	True	1	1	1	219172	Wallace 's system was based on both birds and vertebrates , including non-flying mammals , which better reflect the natural divisions of the Earth due to their limited dispersal abilities .	NOT ENOUGH INFO
9484	Coeliac disease may result in cars.	False	0	0	0	11718	Frequently , the autoantibodies in the blood are negative and many people have only minor intestinal changes with normal villi .	NOT ENOUGH INFO
9509	Coughing up blood in the morning is one symptom of pulmonary embolism.	True	1	1	1	85688	PE usually results from a blood clot in the leg that travels to the lung .	NOT ENOUGH INFO
9540	Doxycycline may cause headaches.	True	1	1	1	156300	Doxycycline is available as a generic medicine and is generally inexpensive .	NOT ENOUGH INFO
9561	Norepinephrine prevents neuromodulation.	True	1	1	1	133645	A related distinction is also sometimes drawn between modulator and driver synaptic inputs to a neuron , but here the emphasis is on modulating ongoing neuronal spiking versus causing that spiking .	NOT ENOUGH INFO
9568	Alcoholic drink is one of the most widely used recreational drugs in the rope.	False	0	0	0	90792	However , alcoholic drinks are legal in most parts of the world .	NOT ENOUGH INFO
9624	The Cyclades are in the statistically most dangerous region of the world.	True	1	1	1	114715	The Cyclades -LRB- -LSB- ˈsɪklədiːz -RSB- Κυκλάδες , -LSB- cikˈlaðes -RSB- -RRB- are an island group in the Aegean Sea , southeast of mainland Greece and a former administrative prefecture of Greece .	NOT ENOUGH INFO
9680	Levoamphetamine increases height.	True	1	0	1	160057	Pharmaceuticals that contain levoamphetamine are currently indicated and prescribed for the treatment of attention deficit hyperactivity disorder -LRB- ADHD -RRB- , obesity , and narcolepsy in some countries .	NOT ENOUGH INFO
9702	Spikes induce neuromodulation.	True	1	1	1	97173	Conversely , neurotransmission that involves exclusively ligand-gated ion channels is much faster .	NOT ENOUGH INFO
9707	Dark matter is a hypothetical type of substance that has mass and takes up space.	True	1	1	1	4210	The great majority of ordinary matter in the universe is also unseen , since visible stars and gas inside galaxies and clusters account for less than 10 % of the ordinary matter contribution to the mass-energy density of the universe .	NOT ENOUGH INFO
9720	Doxycycline may cause teeth to augment color.	True	1	0	1	37827	Doxycycline is a broad-spectrum antibiotic of the tetracycline class .	NOT ENOUGH INFO
9750	Superhuman abilities may result from human enhancement by nanotechnology developed by MIT.	True	1	1	0	149204	Dead by Sunrise -LRB- formerly known as Snow White Tan -RRB- is an American rock band formed in 2005 .	NOT ENOUGH INFO
9765	Parkinson's disease has a symptom of tremors.	True	1	1	1	109691	Males are more often affected than females .	NOT ENOUGH INFO
9779	Doxycycline may cause eggs.	False	0	0	0	110841	Doxycycline is an antibiotic that is used in the treatment of a number of types of infections caused by bacteria and protozoa .	NOT ENOUGH INFO
9803	Dark matter is distinct from degenerate matter.	True	1	0	1	131911	MOND , TeVeS , and conformal gravity that attempt to account for the observations without invoking additional matter .	NOT ENOUGH INFO
9804	Parkinson's disease causes divorce.	True	1	0	1	91007	Public awareness campaigns include World Parkinson 's Day -LRB- on the birthday of James Parkinson , 11 April -RRB- and the use of a red tulip as the symbol of the disease .	NOT ENOUGH INFO
9824	China is larger than the United States of America.	True	1	1	1	41457	China , officially the People 's Republic of China -LRB- PRC -RRB- , is a unitary sovereign state in East Asia and the world 's most populous country , with a population of over 1.381 billion .	NOT ENOUGH INFO
9847	Coughing up fluids is one symptom of pulmonary embolism.	True	1	1	1	143858	If the risk is low a blood test known as a D-dimer will rule out the condition .	NOT ENOUGH INFO
9859	Proponents of globalism tend to advocate for increases in immigration.	True	1	1	1	39411	It tends to advocate for such policies as increases in immigration , free trade , lowering tariffs , interventionism and global governance .	NOT ENOUGH INFO
9930	Innovation is often also viewed as the application of better technological solutions that meet unarticulated needs.	False	0	0	0	217114	The term `` innovation '' can be defined as something original and more effective and , as a consequence , new , that `` breaks into '' the market or society .	NOT ENOUGH INFO
9975	Baloch people are part of a diverse Indo-European ethno-linguistic group and they are cultured.	True	1	1	1	17423	They make up nearly 3.6 % of the Pakistani population , about 2 % of Iran 's population -LRB- 1.5 million -RRB- and about 2 % of Afghanistan 's population .	NOT ENOUGH INFO
9986	The Bengal tiger is a member of the largest cat species coming from the eponymous region in India.	True	1	1	1	27529	Bengal tigers number around 440 in Bangladesh and 163 -- 253 in Nepal .	NOT ENOUGH INFO
10011	Cordilleran Ice Sheet periodically covered large parts of Africa.	True	1	1	1	113724	At its western end it is believed nowadays that several small glacial refugia existed during the last glacial maximum below present sea level in the now-submerged Hecate Strait and on the Brooks Peninsula in northern Vancouver Island .	NOT ENOUGH INFO
10027	Pakistan's semi-industrialized economy is the 25th largest in the world in 2016.	True	1	1	1	57981	This is contrasted with a planned economy , where investment and production decisions are embodied in an integrated plan of production established by a state or other organizational body that controls the factors of production .	NOT ENOUGH INFO
10036	Fraud is deliberate deception of another person.	False	0	0	0	110053	This is usually achieved by creating or amplifying an artificial fog of war via psychological operations , information warfare , visual deception and other methods .	NOT ENOUGH INFO
10053	Dark matter is distinct from tau neutrinos.	True	1	0	1	135054	Many experiments to detect proposed dark matter particles through non-gravitational means are under way ; however , no dark matter particle has been conclusively identified .	NOT ENOUGH INFO
10069	Hermit crabs are aquatic.	True	1	1	1	7402	Hermit crabs are decapod crustaceans of the superfamily Paguroidea .	NOT ENOUGH INFO
10113	Multicellular organisms include sea plants.	True	1	1	1	161723	Colonial organisms are the result of many identical individuals joining together to form a colony .	NOT ENOUGH INFO
10127	Military deception is a form of strategically spreading false or misleading mayonnaise.	False	0	0	0	207322	This is usually achieved by creating or amplifying an artificial fog of war via psychological operations , information warfare , visual deception and other methods .	NOT ENOUGH INFO
10136	The ovary is found in Venezuela.	False	0	0	0	130680	The ovary -LRB- From ovarium , literally `` egg '' or `` nut '' -RRB- is an ovum-producing reproductive organ , found in pairs in the female as part of the vertebrate female reproductive system .	NOT ENOUGH INFO
10144	Azithromycin is available as a prescription medication.	False	0	0	1	58834	Azithromycin is an antibiotic useful for the treatment of a number of bacterial infections .	NOT ENOUGH INFO
10157	Personality is affected by the development of bees.	False	0	0	0	92238	Different personality theorists present their own definitions of the word based on their theoretical positions .	NOT ENOUGH INFO
10162	Georgians arose from an ancient kingdom on the coast of the Caspian Sea.	True	1	1	1	107995	Located on the crossroads of predominantly Christian Europe and Muslim Western Asia , Georgian people have maintained their Christian identity in the face of great pressure from neighboring Muslim empires .	NOT ENOUGH INFO
10169	Physics' main goal is to understand the behavior of the universe through the study of matter and its movement.	True	1	0	1	32307	Physics is one of the oldest academic disciplines , perhaps the oldest through its inclusion of astronomy .	NOT ENOUGH INFO
10171	Doxycycline may cause increased risk of skin cancer.	True	1	1	1	131819	Doxycycline was patented in 1957 and came into commercial use in 1967 .	NOT ENOUGH INFO
10179	Superhuman abilities may result from torch enhancement by cybernetic implants.	True	1	0	1	107340	Superhuman abilities are found in some fictional characters , especially as superheroes in American comic books .	NOT ENOUGH INFO
10189	South Island only has 23 percent of New Zealand's million inhabitants and it is a cultured place.	True	1	1	1	103549	Nationally , legislative authority is vested in an elected , unicameral Parliament , while executive political power is exercised by the Cabinet , led by the Prime Minister , who is currently Bill English .	NOT ENOUGH INFO
10191	Great white sharks have prey preferences.	True	1	1	1	176634	However most are smaller , males measuring 11 to and females 15 to on average .	NOT ENOUGH INFO
10207	Exotic Birds achieved worldwide success despite being unpopular locally.	False	0	0	0	105065	They wrote their own music , and were described as synthpop and dance .	NOT ENOUGH INFO
10214	Pharmacology deals with the elucidation of cellular and organismal function in relation to chemicals.	True	1	0	1	17217	Early pharmacologists focused on natural substances , mainly plant extracts .	NOT ENOUGH INFO
10227	A thunderstorm has an acoustic effect on the Earth's outer atmosphere.	True	1	1	1	201614	The film is credited with carrying on many tropes found in low-budget horror films of the 1970s and 1980s , originating in John Carpenter 's 1978 horror film Halloween , including the morality play that revolves around sexual promiscuity in teenagers resulting in their eventual death , leading to the term `` slasher film '' .	NOT ENOUGH INFO
10264	Serotonin induces neuromodulation by binding to receptors.	True	1	1	1	148401	In both cases the transmitter acts on local postsynaptic receptors , but in neuromodulation , the receptors are typically G-protein coupled receptors while in classical chemical neurotransmission , they are ligand-gated ion channels .	NOT ENOUGH INFO
10265	The Stanford prison experiment was an investigation into the causes of difficulties between guards and criminals.	False	1	0	0	22267	It was conducted at Stanford University on August 14 -- 20 , 1971 , by a research group led by psychology professor Philip Zimbardo using college students .	NOT ENOUGH INFO
10276	Hermit crabs are trilobites.	True	1	1	1	51303	Most of the approximately 1100 species possess an asymmetrical abdomen that is concealed in a scavenged gastropod shell carried around by the hermit crab .	NOT ENOUGH INFO
10413	Military deception is a German form of strategically spreading false or misleading information.	False	0	0	0	207345	As a form of strategic use of information -LRB- disinformation -RRB- , it overlaps with psychological warfare .	NOT ENOUGH INFO
10420	Pulmonary embolism is indicated by a blood oxygen level of .2 mg/ml.	True	1	1	1	128902	The risk of blood clots is increased by cancer , prolonged bed rest , smoking , stroke , certain genetic conditions , estrogen-based medication , pregnancy , obesity , and after some types of surgery .	NOT ENOUGH INFO
10425	Norepinephrine induces neuromodulation by binding to receptor proteins.	True	1	1	1	55699	Major neuromodulators in the central nervous system include dopamine , serotonin , acetylcholine , histamine , and norepinephrine .	NOT ENOUGH INFO
10439	Physics is the second oldest academic discipline.	True	1	1	0	140573	For example , advances in the understanding of electromagnetism or nuclear physics led directly to the development of new products that have dramatically transformed modern-day society , such as television , computers , domestic appliances , and nuclear weapons ; advances in thermodynamics led to the development of industrialization , and advances in mechanics inspired the development of calculus .	NOT ENOUGH INFO
10472	Doxycycline may cause cramps.	True	1	1	1	148609	Doxycycline is available as a generic medicine and is generally inexpensive .	NOT ENOUGH INFO
10476	Hinduism has a cosmological view that the universe is in a cycle of creation and destruction.	False	0	1	0	92801	The film was produced by Albert R. Broccoli and Michael G. Wilson , who also wrote the screenplay with Richard Maibaum .	NOT ENOUGH INFO
10491	Military deception overlaps with German psychological warfare.	False	0	0	0	207325	To the degree that any enemy that falls for the deception will lose confidence when it is revealed , he may hesitate when confronted with the truth .	NOT ENOUGH INFO
10499	The ovary is part of the female reproductive system, responsible for creating eggs.	True	1	1	1	17586	The ovary -LRB- From ovarium , literally `` egg '' or `` nut '' -RRB- is an ovum-producing reproductive organ , found in pairs in the female as part of the vertebrate female reproductive system .	NOT ENOUGH INFO
10515	Anxiety can heighten other physical health illnesses.	True	1	1	1	105932	Anxiety is an emotion characterized by an unpleasant state of inner turmoil , often accompanied by nervous behavior , such as pacing back and forth , somatic complaints , and rumination .	NOT ENOUGH INFO
10524	Creatures with backbones have ovaries.	True	1	1	1	44075	Although ovaries occur in a wide variety of animals , both vertebrate and invertebrate , this article is primarily about human ovaries .	NOT ENOUGH INFO
10542	Baloch people are rarely part of a diverse Indo-European ethno-linguistic group.	True	1	1	1	28511	They mainly speak the Balochi language , a branch of Northwestern Iranian languages , and are an Iranic people .	NOT ENOUGH INFO
10563	China is a continent.	True	1	1	1	139459	When sea levels were lower during the Pleistocene ice age , including the Last Glacial Maximum about 18,000 BC , they were connected by dry land .	NOT ENOUGH INFO
10569	Doxycycline may cause changes in metabolism.	True	1	1	1	61729	It is on the World Health Organization 's List of Essential Medicines , the most effective and safe medicines needed in a health system .	NOT ENOUGH INFO
10589	Military deception is a form of strategic use of information.	False	0	0	0	207333	Military deception refers to attempts to mislead enemy forces during warfare .	NOT ENOUGH INFO
10592	In 2015, among parrots, 56% of adults had consumed alcoholic drink in the last month.	False	0	0	0	55387	`` In the End '' received positive reviews by music critics , with most reviewers complimenting the song 's signature piano riff , as well as noting rapper Mike Shinoda 's vocal prominence in the song .	NOT ENOUGH INFO
10604	Pulmonary embolism is indicated by breathing rate increases by a factor of two.	True	1	1	1	62485	A small proportion of cases are due to the embolization of air , fat , or amniotic fluid .	NOT ENOUGH INFO
10609	Yemen is the second-largest country in the Arabian peninsula after Saudi Arabia.	True	1	1	1	69173	As of 2011 , 46 -LRB- approximately 24 % -RRB- of the 193 UN member states are island countries .	NOT ENOUGH INFO
10621	Doxycycline may cause birds.	False	0	0	1	117370	In the United States 10 days of treatment is about 14 USD , however some in 2014 were selling it for more than 3.00 to 10.00 USD per pill .	NOT ENOUGH INFO
10622	Simi Valley, California, reported a major drop in violent crime to the state attorney general.	True	1	1	1	183412	According to crime statistics by the FBI in 2013 , Simi Valley is the seventh-safest city in the U.S. with a population of 100,000 or more .	NOT ENOUGH INFO
10636	Superhuman abilities may result from cat enhancement by radiation.	True	1	0	1	121152	Superhuman abilities may result from human enhancement by genetic modification , cybernetic implants , nanotechnology , radiation or from human evolution in the future .	NOT ENOUGH INFO
10662	Yin and yang show a balance between opposites and has been very influential.	False	0	0	0	126955	A term has been coined dualistic-monism or dialectical monism .	NOT ENOUGH INFO
10682	In states still using the electric chair to execute people, the prisoner is allowed the choice of lethal injection as an alternative method.	False	0	0	0	54297	`` In the End '' is a song by American rock band Linkin Park .	NOT ENOUGH INFO
10693	Species distribution can be understood through factors like river capture.	True	1	0	1	219203	Species distribution is the manner in which a biological taxon is spatially arranged .	NOT ENOUGH INFO
10718	Psychological warfare overlaps with military deception.	False	0	0	1	207342	In modern times military deception has developed as a fully fledged doctrine .	NOT ENOUGH INFO
10726	Therasia is a piece of sub-continental land surrounded by water.	True	1	1	1	144579	Therasia has a land area of 9.299 km 2 and its population was 319 inhabitants at the 2011 census .	NOT ENOUGH INFO
10755	Personality is affected by the development of bats.	False	0	0	0	95676	The term `` personality trait '' refers to enduring personal characteristics that are revealed in a particular pattern of behaviour in a variety of situations .	NOT ENOUGH INFO
10764	Coeliac disease may result in leukemia.	True	1	1	1	89538	Upon exposure to gluten , an abnormal immune response may lead to the production of several different autoantibodies that can affect a number of different organs .	NOT ENOUGH INFO
10792	Bonobos were separated from the common gorilla's ancestors.	True	1	1	1	57071	Postcards from the Edge is a semi-autobiographical novel by Carrie Fisher , first published in 1987 .	NOT ENOUGH INFO
10824	Simi Valley, California, reported a higher median household income than the California median income in 2010.	True	1	1	1	183410	According to crime statistics by the FBI in 2013 , Simi Valley is the seventh-safest city in the U.S. with a population of 100,000 or more .	NOT ENOUGH INFO
10911	Dark matter is distinct from cows.	False	0	0	1	150616	The existence of dark matter would explain a number of otherwise puzzling astronomical observations .	NOT ENOUGH INFO
10912	Dark matter is a hypothetical type of fruit that has mass and takes up space.	True	1	0	1	104064	All these lines of evidence suggest that galaxies , galaxy clusters , and the universe as a whole contain far more matter than that which is observable via electromagnetic signals .	NOT ENOUGH INFO
10918	Hermit crabs are animals.	True	1	1	1	11128	Most of the approximately 1100 species possess an asymmetrical abdomen that is concealed in a scavenged gastropod shell carried around by the hermit crab .	NOT ENOUGH INFO
10933	The United States dollar is used in the Philippines.	False	0	0	0	34099	With the arrival of Miguel López de Legazpi from Mexico City , in 1565 , the first Hispanic settlement in the archipelago was established .	NOT ENOUGH INFO
10947	Doxycycline may cause tongue to change color.	True	1	1	1	103130	The wholesale cost in the developing world is between 0.01 and 0.04 USD per pill .	NOT ENOUGH INFO
10992	Research is used to test the validity of medical instruments.	True	1	1	1	171893	Research comprises `` creative work undertaken on a systematic basis in order to increase the stock of knowledge , including knowledge of humans , culture and society , and the use of this stock of knowledge to devise new applications . ''	NOT ENOUGH INFO
10998	Dark matter is theoretical.	True	1	0	1	58722	Although dark matter has not been directly observed , its existence and properties are inferred from its gravitational effects such as the motions of visible matter , gravitational lensing , its influence on the universe 's large-scale structure , on galaxies , and its effects in the cosmic microwave background .	NOT ENOUGH INFO
10999	Personality is affected by the development of political relationships.	True	1	0	1	104758	Personality is a set of individual differences that are affected by the development of an individual : values , attitudes , personal memories , social relationships , habits , and skills .	NOT ENOUGH INFO
11004	Superhuman abilities may result from cat enhancement by cybernetic implants.	False	0	0	0	98187	Fictional characters have been portrayed as having psychic abilities , flying abilities , impossible strength , or exceptional proficiency beyond human capability .	NOT ENOUGH INFO
11029	Certain chemicals induce neuromodulation.	True	1	1	1	153811	In both cases the transmitter acts on local postsynaptic receptors , but in neuromodulation , the receptors are typically G-protein coupled receptors while in classical chemical neurotransmission , they are ligand-gated ion channels .	NOT ENOUGH INFO
11084	Simi Valley, California, reported a higher per capita gross domestic product than the overall national per capita gross domestic product in 2012.	True	1	1	1	183414	Nominal GDP estimates are commonly used to determine the economic performance of a whole country or region , and to make international comparisons .	NOT ENOUGH INFO
11108	Doxycycline may not cause teeth to change color.	True	1	1	1	15603	Like other agents of this class it kills bacteria and protozoa by inhibiting protein production .	NOT ENOUGH INFO
11140	Levoamphetamine increases concentration for 2 hours.	True	1	1	1	160062	Levoamphetamine , also known as levamfetamine -LRB- INN -RRB- , -LRB- R -RRB- - amphetamine , - amphetamine , and L-amphetamine , is a central nervous system -LRB- CNS -RRB- stimulant known to increase wakefulness and concentration in association with decreased appetite and fatigue .	NOT ENOUGH INFO
11156	Proponents of globalism tend to advocate for lowering tariffs for the rich.	True	1	1	1	84188	The group was co-founded by Jamaican human rights activist Dr. Carolyn Gomes who in 2008 was awarded the United Nations Prize in the Field of Human Rights .	NOT ENOUGH INFO
11173	Benzodiazepine is a medication for heart disease.	True	1	1	1	81067	Benzodiazepines are categorized as either short - , intermediate - , or long-acting .	NOT ENOUGH INFO
11175	Personality is affected by the development of interactions between two or more individuals.	True	1	1	1	1607	Different personality theorists present their own definitions of the word based on their theoretical positions .	NOT ENOUGH INFO
11253	There are psychoactive properties in Absinthe.	True	1	1	1	107000	By the early 21st century , nearly 200 brands of absinthe were being produced in a dozen countries , most notably in France , Switzerland , Australia , Spain , and the Czech Republic .	NOT ENOUGH INFO
11262	Levoamphetamine increases wakefulness for 2 hours.	True	1	1	1	160061	Levoamphetamine is the levorotatory stereoisomer of the amphetamine molecule .	NOT ENOUGH INFO
11293	Baloch people are part of a diverse Indo-European ethno-linguistic group.	True	1	1	1	17422	The son of Benazir Bhutto , Bilawal Bhutto Zardari is the Chief of the Baloch Zardari tribe .	NOT ENOUGH INFO
11296	San Francisco Bay Area has the highest population growth rate in the United States.	True	1	1	1	51655	Home to approximately 7.68 million people , the nine-county Bay Area contains many cities , towns , airports , and associated regional , state , and national parks , connected by a network of roads , highways , railroads , bridges , tunnels and commuter rail .	NOT ENOUGH INFO
11300	The Mormon population has shrunk significantly in recent decades.	True	1	1	1	151012	Some analysts have questioned the sustainability of further world population growth , highlighting the growing pressures on the environment , global food supplies , and energy resources .	NOT ENOUGH INFO
11301	Parkinson's disease causes muscle contractions.	True	1	1	1	54858	As the disease progresses and neurons continue to be lost , these medications become less effective while at the same time they produce a complication marked by involuntary writhing movements .	NOT ENOUGH INFO
11305	Great white sharks do not prefer seals as prey.	True	1	1	1	176635	However most are smaller , males measuring 11 to and females 15 to on average .	NOT ENOUGH INFO
11323	Milk is based on the life of a person.	False	0	0	0	177862	Based on a T.R.U. Story is the debut studio album by American rapper 2 Chainz .	NOT ENOUGH INFO
11325	Dark matter is distinct from nuclear energy.	True	1	0	1	49961	MOND , TeVeS , and conformal gravity that attempt to account for the observations without invoking additional matter .	NOT ENOUGH INFO
11332	Great white sharks have killed people in the eastern United States.	True	1	1	0	62332	Great white sharks can accelerate to over 56 km/h for short bursts .	NOT ENOUGH INFO
11334	Hermit crabs are carnivores.	True	1	1	1	145267	Most of the approximately 1100 species possess an asymmetrical abdomen that is concealed in a scavenged gastropod shell carried around by the hermit crab .	NOT ENOUGH INFO
11340	Dissociative identity disorder, or DID, is the result of appetite fluctuations that are caused by severe stress.	True	1	1	1	160591	DID became a popular diagnosis in the 1970s , '80s , and '90s , but it is unclear whether the actual rate of the disorder increased , whether it was more recognized by health care providers , or whether sociocultural factors caused an increase in therapy-induced -LRB- iatrogenic -RRB- presentations .	NOT ENOUGH INFO
11344	The Pakistan Movement was the cause of social, political, and intellectual transformations.	True	1	1	1	217186	Efforts and struggles of the Founding Fathers resulted in the creation of the democratic and independent government .	NOT ENOUGH INFO
11394	Azithromycin is sold under many trade names, such as Zmax, worldwide.	False	0	0	1	33273	No harm has been found with its use during pregnancy .	NOT ENOUGH INFO
11410	Parkinson's disease has afflicted Lance Armstrong.	False	0	0	0	76713	Diagnosis of typical cases is mainly based on symptoms , with tests such as neuroimaging being used to rule out other diseases .	NOT ENOUGH INFO
11421	Simi Valley, California, reported a per-capita gross domestic product of $87,894 in the 2012 U.S. Census.	True	1	1	1	183413	The city 's 2014 population has been estimated at 126,871 , up from 111,351 in 2000 .	NOT ENOUGH INFO
11424	Parkinson's disease has afflicted Christopher Lloyd.	False	0	0	0	105642	As the disease progresses and neurons continue to be lost , these medications become less effective while at the same time they produce a complication marked by involuntary writhing movements .	NOT ENOUGH INFO
11427	Pharmacology deals with the elucidation of cellular and organismal function in relation to feet.	True	1	0	1	128979	Pharmacodynamics studies the effects of a drug on biological systems , and Pharmacokinetics studies the effects of biological systems on a drug .	NOT ENOUGH INFO
11432	Freckles induce neuromodulation.	True	1	1	1	37385	Neurotransmission that involves metabotropic receptors -LRB- like G-protein linked receptors -RRB- often also involves voltage-gated ion channels , and is relatively slow .	NOT ENOUGH INFO
11438	Superhuman abilities may result from human enhancement by radiation applied by cancer hospitals.	True	1	1	1	130532	Dead by Sunrise -LRB- formerly known as Snow White Tan -RRB- is an American rock band formed in 2005 .	NOT ENOUGH INFO
11455	Parkinson's disease has afflicted Mike Tyson.	False	0	0	0	32061	Surgery to place microelectrodes for deep brain stimulation has been used to reduce motor symptoms in severe cases where drugs are ineffective .	NOT ENOUGH INFO
11471	Personality is affected by the development of thoughts.	True	1	0	1	89471	Different personality theorists present their own definitions of the word based on their theoretical positions .	NOT ENOUGH INFO
11478	Upper chest pain is one symptom of pulmonary embolism.	True	1	1	1	84268	Severe cases may require thrombolysis using medication such as tissue plasminogen activator -LRB- tPA -RRB- , or may require surgery such as a pulmonary thrombectomy .	NOT ENOUGH INFO
11489	UNESCO's City of Literature program aims to promote the social, economic and cultural development of nations in both the developed and the developing world.	False	0	0	0	66418	The Network was born out of UNESCO 's Global Alliance for Cultural Diversity initiative which was created in 2002 .	NOT ENOUGH INFO
11500	China is the world's third largest economy by GDP.	True	1	1	1	91366	Market economies do not logically presuppose the existence of private ownership of the means of production .	NOT ENOUGH INFO
11510	Military deception is only a form of strategically spreading true or straightforward information.	False	0	0	0	207339	In modern times military deception has developed as a fully fledged doctrine .	NOT ENOUGH INFO
11512	Personality is affected by the development of weather systems.	False	0	0	1	86440	Personality is a set of individual differences that are affected by the development of an individual : values , attitudes , personal memories , social relationships , habits , and skills .	NOT ENOUGH INFO
11523	Coeliac disease may result in increased risk of eggs.	False	0	0	1	60399	Coeliac disease , also spelled celiac disease , is a long term autoimmune disorder primarily affecting the small intestine that occurs in people who are genetically predisposed .	NOT ENOUGH INFO
11528	Dissociative identity disorder, or DID, may cause weight gain.	True	1	1	1	160960	It is believed to affect between 1 % and 3 % of the general population , and between 1 % and 5 % in inpatient groups in Europe and North America .	NOT ENOUGH INFO
11559	Dark matter is a different color than dark energy.	True	1	0	1	90022	The existence of dark matter would explain a number of otherwise puzzling astronomical observations .	NOT ENOUGH INFO
11577	Personality is affected by the development of mold.	False	0	0	0	23448	The term `` personality trait '' refers to enduring personal characteristics that are revealed in a particular pattern of behaviour in a variety of situations .	NOT ENOUGH INFO
11589	Parkinson's disease causes akinesia.	True	1	1	1	66468	Surgery to place microelectrodes for deep brain stimulation has been used to reduce motor symptoms in severe cases where drugs are ineffective .	NOT ENOUGH INFO
11689	Proponents of globalism tend to advocate for free trade between North American nations.	True	1	1	1	42840	Some form of union has been discussed or proposed in academic , business , and political circles for decades .	NOT ENOUGH INFO
