text	scientific_claim	scientific_reference	scientific_entities
UNICEF_vietnam website Choi Siwon and UNICEF join hands to stop bullying in Viet Nam https://t.co/XmFpII1bKw	0.0	0.0	0.0
"Do you load up on ""sports drinks"" to stay hydrated? Might want to reconsider after reading this study, which found that Coca Cola was actually more hydrating than Powerade. The most effective hydration options were oral rehydration solution and milk. https://academic.oup.com/ajcn/article/103/3/717/4564598 https://academic.oup.com/ajcn/article/103/3/717/4564598"	1.0	1.0	1.0
This #MentalHealthAwarenessWeek, Prof John Sheehan our Consultant in Perinatal psychiatry will be speaking about 'Managing depression & bipolar disorder in pregnancy & postpartum period' at the @user conference this Sat. For clinicians & public alike. http://awareconference.com http://awareconference.com	0.0	0.0	1.0
Scientists identify molecule that could have helped cells survive—and thrive—on early Earth https://phys.org/news/2019-10-scientists-molecule-cells-surviveand-thriveon.html via @user	1.0	1.0	1.0
@user @user 30% increase in advance voting at campuses compared to day 1 of advance voting 2015. Something got the voters exited the last few days and something is happening in Canada 🇨🇦 #PPC #PPCmajority #PPC2019 #PPC #votePPC https://t.co/Zobd1FnivJ	0.0	0.0	0.0
#RCB became the first #IPL team to have a woman support staff member #IPL2020 #Yellove #WhistlePodu 🦁💛 #CSK #MI #RCB #Virat #Kohli #Dhoni #IPL12 #IPLMeme #Cricket #CricketLover #India #cskreturns https://bit.ly/2qpkJEo	0.0	0.0	0.0
All crooks should be given psychological tests https://twitter.com/DavidWohl/status/1189632723020742656	0.0	0.0	0.0
#GodMorning_LeatherUsers Stop killing the animals https://t.co/eB8x6YuteK	0.0	0.0	0.0
The role of mental illness has been brought up in discussion around this, and it may or may not have played a role, but the expression of mental illness in the language of white supremacy should not be erased. The language of race and of violence.	0.0	0.0	0.0
@user @user @user @user @user stop publishing FAKE NEWS and be better journalists	0.0	0.0	0.0
After Christmas and Boxing day All Roads lead to Moshi Club Let’s Drink and Party Lots of Games too Don’t miss this on 28th December https://t.co/Yzj9BMcnO5	0.0	0.0	0.0
@user @user @user Another stupid comment!! It was edited 2014 and Trump didnt make the cut...simple as that. Stop with your BS and research b4 you tweet😜	0.0	0.0	0.0
[Job] Staff Equipment Systems Engineer | Company: United Technologies | Location: Chula Vista California United States | #Chula #Vista #Marine #Engineering #Jobs | More info at https://g.drctry.biz/r/JEbUB	0.0	0.0	0.0
Armed conflict disproportionately affects children, touching every aspect of their health from physical to psychological. https://www.mdedge.com/pediatrics/article/215032/business-medicine/armed-conflict-disproportionately-affects-children via @user	1.0	1.0	1.0
[2] As quoted on @user this morning, this could be a massive reset button for the future of farming in the UK. What are your thoughts @user? https://www.bbc.co.uk/news/science-environment-51128709 @user #futurefarming #AgricultureBill	0.0	0.0	0.0
It’s about to be @user szn all over again as he just announced his new project with two singles dropping on Friday 👀 | 📸: @user https://cutt.ly/branded-domains/dncgastrnt.co https://cutt.ly/branded-domains/dncgastrnt.co	0.0	0.0	0.0
Scientists capture molecular maps of animal tissue with unprecedented detail - https://www.genphys.com/science-news/scientists-capture-molecular-maps-of-animal-tissue-with-unprecedented-detail-phys-org - +GENERAL PHYSICS LABORATORY (GPL) Scientists capture molecular maps of animal tissue with unprecedented detail https://www.genphys.com/science-news/scientists-capture-molecular-maps-of-animal-tissue-with-unprecedented-detail-phys-org https://www.genphys.com/science-news/scientists-capture-molecular-maps-of-animal-tissue-with-unprecedented-detail-phys-org	1.0	1.0	1.0
On #WorldWetlandsDay we remind nations considering their Nationally Determined Contributions -NDCs- to fulfil their #ClimateAction plans & achieve targets under #ParisAgreement. that Wetlands are important carbon stores that function best when intact #WetlandBiodiversityMatters https://t.co/OfzahVQ81E	1.0	0.0	0.0
Donald Trump promised he would fight for LGBTQ people. Instead, his administration has systematically undone recent gains in their rights and protections. Here are 31 examples Trump Will NEVER Support LGBTQ Community #OneVoice1 #BeTheChange4USA https://projects.propublica.org/graphics/lgbtq-rights-rollback	0.0	0.0	0.0
"NEW on http://PinkLabel.TV ""Refractory."" @user The spotlight is on Cammy in this kaleidoscopic film, as conventional prostate play becomes bizarre and beautiful, encouraging viewers to experiment with their own self-pleasure. Full film: http://PinkLabel.TV http://PinkLabel.TV"	0.0	0.0	0.0
We are proud to announce our partnership with @user - The only clinically proven esports ready formula to improve your game. Use code “G1” to directly support us - https://advanced.gg/g1/ https://advanced.gg/g1/	0.0	0.0	0.0
@user @user Stop reporting on speculation and attempting to manufacture a story	0.0	0.0	0.0
Support your local midwife 👌🏿👌🏻👌🏽👌🏼👌🏾 #Midwives are everyday heroes––always putting the needs of others first and stepping up in times of crisis. Drop a 🧡 to show your support! #SupportOurNursesAndMidwives | #SierraLeone https://t.co/MEBIwFWctw	0.0	0.0	0.0
Tax season is here! Check out these tips to help maximize your returns, and make the process less taxing on your business. Contact our office and speak with us about planning for your retirement. 817.451.7996 http://www.allstateagencies.com/cecilnutall http://www.allstateagencies.com/cecilnutall	0.0	0.0	0.0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Please stop broadcasting the #CoronaVirusTaskForce press briefings, take control of the cycle. #Covid_19	0.0	0.0	0.0
@user @user @user @user @user @user @user @user @user @user @user I call BS! 2yrs ago 45 dismantled the committee Obama created when Ebola SARS H1N1 epidemics came about. Now he's blaming Obama 4 not having a plan in action 4 this scenario when in truth it's 45's fault! Do ur own research & stop drinking the orange Koolaid & Cult45 mentality!	0.0	0.0	0.0
Civic Saturday morning 15 #PostcardsToVoters in support of ⁦@user⁩ with gorgeous new batch of postcards 🇺🇸🗽🌼🌱🌸🌺 #JillForJustice #GOTV ⁦@user⁩ ⁦@user⁩ @user https://t.co/VtdBbN5rw1	0.0	0.0	0.0
Turkey reports lower number of coronavirus cases for a second day in row. 4,093 cases were reported Monday, down by 696 when compared to the previous day, 4,789. 61,049 sickened since March 10 and 1,296 have died since March 17, per @user About 4K recoveries so far	1.0	0.0	0.0
Did you know eye exercises & vision therapy can help with digital eye strain & certain eye conditions? Eye exercises will strengthen weak eye muscles, improve blood circulation & muscle tone. Try these eye exercise for a better & stronger vision 👁👁💙✨ #CentralAmericanTwitter https://t.co/KKrwUFJRvG	1.0	0.0	0.0
Next house what ever room has the bar, these lights are a must. @user	0.0	0.0	0.0
Twitter party for Our baby lion. Let’s support and send encouragement for plan #DaradailyLivexPlan https://t.co/8g50gFmeMM	0.0	0.0	0.0
#WeDemandstipendincrement_rajashthan #WeDemandstipendincrement Interns are demanding Stipend increment for past many years! But the government is not listening to their demand Also State government be like @user @user @user @user @user https://t.co/CGoknbSRkQ	0.0	0.0	0.0
1/ Today, we're announcing a new loan scheme. A simple, quick, easy solution for those in need of smaller loans. Businesses can apply for new Bounce Back Loans up to a maximum of £50,000, or 25% of turnover, with the government paying the interest for the first 12 months. https://t.co/aBYcUkR9sR	0.0	0.0	0.0
Because every timeline needs more baby goats. https://t.co/dhRz09GO0P	0.0	0.0	0.0
@user Yet the peaceful protesters did not stop or prevent the looters from continuing to damage the city .....while being shielded by the protesters group	0.0	0.0	0.0
To reach your goals, reverse engineer them https://t.co/Cws93OwBVR	0.0	0.0	0.0
Precautions must be taken to prevent fire and explosion including appropriate protection of storage vessels for the LPG cylinders. #StoryYaGasWebinar	0.0	0.0	0.0
My article is featured on the @user #COVID19 community page. Read it here: https://www.researchgate.net/publication/340113553_CORONAVIRUS_EPIDEMIC_OUTBREAK_IN_EUROPE_COMPARISON_WITH_THE_DYNAMICS_IN_MAINLAND_CHINA	0.0	1.0	1.0
Hopes raised for cancer treatment after experiments halted tumour growth in mice https://inews.co.uk/news/science/cancer-treatment-explained-experiments-tumour-growth-defects-mice-experiments-449685	1.0	1.0	1.0
@user @user Please read this research analysis https://www.apa.org/pubs/journals/releases/psp-pspp0000147.pdf	0.0	1.0	1.0
Why do transmog conversations always lead to bunny uniforms? What MMORPGs are you playing that has this? #Rewind @user	0.0	0.0	0.0
New article by @user. Burning of solid fuels for home heating is the biggest source of #AirPollution in small towns. Switching to clean energy sources has benefits for #airquality, #ClimateChange and also reduces the impact of #COVID__19 https://www.thejournal.ie/readme/air-quality-pm2-5-solid-fuel-burning-5142631-Jul2020/?utm_source=shortlink	1.0	1.0	1.0
There are more with us than with them—because Jesus Christ is with us, backing us, urging us to use His name and to focus on “asking” for “whatsoever” we desire from God. We live from faith to faith and victory to victory. Go to https://www.jdm.org/product/316/your-everything-is-his-anything https://www.jdm.org/product/316/your-everything-is-his-anything	0.0	0.0	0.0
TikTok Treats Join TikTok Treats to win free realme mobile phones and permenent MLBB skins. Please download TikTok from https://snssdk1180.onelink.me/BAuo/f66f115c?timestamp=1595013470&utm_source=twitter&utm_campaign=client_share&utm_medium=android&share_app_name=tiktok&share_iid=6841200915846170369	0.0	0.0	0.0
Today the El Paso Department of Health reports 20 COVID-19 deaths. While this is the highest single-day increase, the deaths did not occur on the same day. https://www.ktsm.com/news/20-covid-19-deaths-reported-in-el-paso-168-new-cases/?utm_campaign=socialflow&utm_medium=referral&utm_source=t.co	1.0	0.0	0.0
@user @user Murder. Time @user @user @user @user @user @user @user #SanjayRaut @user @user @user @user stop duping the nation of 1 billion #LowerClass #MiddleClass?? @user https://t.co/gvE8A20BrG	0.0	0.0	0.0
France: N. Mayer. “Bring the Poor Back In! Inequalities, Welfare and Politics”. In: European Political Science 13.2 (2014), pp. 187-200. http://dx.doi.org/10.1057/eps.2014.4 http://dx.doi.org/10.1057/eps.2014.4	0.0	1.0	1.0
Scientists discover way to make quantum states last 10,000 times longer https://phys.org/news/2020-08-scientists-quantum-states-longer.html #ComputerScience	1.0	1.0	1.0
All imma say is...I haven’t had a bad report yet	0.0	0.0	0.0
MSU Athletics has partnered with the Michigan Department of State and local election officials to promote civic engagement prior to the 2020 Presidential Election and some of their partnership initiatives are already underway. https://statenews.com/article/2020/09/msu-athletics-voting-partnership?ct=content_open&cv=cbox_featured	0.0	0.0	0.0
The difference between how smoking and obesity are treated, despite producing roughly similar results for public health (tho obesity might be worse now) is fascinating	1.0	0.0	0.0
#USDCAD 8th September 2020 Short Pullback Daily Bearish rejection off support 148 pips 148pips 1:1 1% Trade reversed at start of new week to make higher highs and stop trade 9th September 2020 Not a bad trade, just not a successful one. https://t.co/NBSzkPpypb	0.0	0.0	0.0
A growing number of otherwise well people are developing a form of PTSD from an Administration and its cheerleaders, whose malevolence and contempt for life is beyond comprehension. https://johnpavlovitz.com/2018/07/11/the-mental-health-crisis-of-this-unhinged-presidency/?utm_campaign=coschedule&utm_source=twitter&utm_medium=johnpavlovitz	1.0	1.0	1.0
Chilean abuse survivors fear COVID crisis will stop investigations into accused clergy, by @user https://cruxnow.com/church-in-the-americas/2020/09/chilean-abuse-survivors-fear-covid-crisis-will-stop-investigations-into-accused-clergy	0.0	0.0	0.0
The multifarious nature of the damage means treatments for cardiac issues during infection will require tailored approaches. https://www.the-scientist.com/news-opinion/autopsies-show-varied-forms-of-heart-damage-in-covid-19-patients-67969?utm_content=141034243&utm_medium=social&utm_source=twitter&hss_channel=tw-18198832	1.0	1.0	1.0
@user @user @user @user @user @user @user please pass Payroll Support Program ExtensionAct HR 8504 NOW. We have been furloughed and we need our jobs. We are essential workers! 🙏🏼✈️💙‼️	0.0	0.0	0.0
Urgently Required Extend Due Dates 1.GST Annual & Audit Due Date as 31st Dec 2020 2.Income Tax Audit & Return Date as 31st Dec 2020 3.All routine Notices compliance dateto 31st Dec2020 Please Support Share & Retweet @user @user @user @user @user	0.0	0.0	0.0
@user My question is how many of these deaths are really COVID? Like I said earlier, Flu cases have dropped 90% this year. I seriously doubt that the Flu virus just disappeared. I have a feeling that some, not all, of these COVID deaths could be Flu related.	1.0	0.0	0.0
The COVID-19 pandemic is not over. Incorrect information can cost lives — it undermines our efforts to control the virus and protect those most at risk. Today I make a #PledgetoPause before I share information online — will you join me? https://www.globalcitizen.org/en/action/pledge-to-pause-coronavirus-misinformation/	1.0	0.0	0.0
With 948 new cases of #COVID19 reported today, Ontario's seven-day-average trend is still on the rise. https://www.cbc.ca/news/canada/toronto/covid-19-coronavirus-ontario-november-2-long-term-care-1.5786044 #covid19ontario https://www.cbc.ca/news/canada/toronto/covid-19-coronavirus-ontario-november-2-long-term-care-1.5786044	1.0	1.0	1.0
Does this mean all the white people will stop watching Netflix documentary’s now that racism is “gone”?	0.0	0.0	0.0
The lack of a monetary price for the negative consequences of burning fossil fuels should be seen as a subsidy for fossil fuels. These are the key findings of the IMF paper ‘How Large Are Global Fossil Fuel Subsidies?’ https://www.sciencedirect.com/science/article/abs/pii/S0305750X16304867?via%3Dihub https://www.sciencedirect.com/science/article/abs/pii/S0305750X16304867?via%3Dihub	1.0	1.0	1.0
This sugar daddy thing makes us caring, hustling boyfriend look very foolish😂😂😂😂 You don't know the pains I went through to research say rice dey repair phone😅😅😅	0.0	0.0	0.0
Mayor @user about to start a news conference to talk about 2 city staff reports coming - one advocating a vacant home tax, another a transit update. I'll tweet the highlights	0.0	0.0	0.0
New2Trip: Association Between Prescribed Opioid Receipt & Community-Acquired Pneumonia in Adults: Systematic Review & Meta-analysis https://www.tripdatabase.com/r/11701905	1.0	1.0	1.0
Three systematic reviews & the WHO contradict the claims in this thread https://jamanetwork.com/journals/jamapediatrics/fullarticle/2771181 & https://jamanetwork.com/journals/jamapediatrics/fullarticle/2771181 & https://jamanetwork.com/journals/jamapediatrics/fullarticle/2771181 & WHO (next tweet) Yet, a crafted message promoting fear, that will harm kids for decades, has 2,000 RTs Unbelievable	0.0	1.0	1.0
tayriana stans can’t stop winning this year https://t.co/Y23lDBYb26	0.0	0.0	0.0
This looks like a great opportunity to get research in WASH published, with mentorship available too. Special issue of the H2open journal. https://iwaponline.com/h2open/pages/wash_strategies_special_issue @user #washtwitter #wash #sanitation #water #hygiene #SDGs	0.0	0.0	1.0
#somali: mediation with jihadists and dozo hunters to stop the violence by axadle https://www.axadletimes.com/ax-eye-on-africa/ax-west-africa/mediation-with-jihadists-and-dozo-hunters-to-stop-the-violence.html5?feed_id=18366 https://www.axadletimes.com/ax-eye-on-africa/ax-west-africa/mediation-with-jihadists-and-dozo-hunters-to-stop-the-violence.html5?feed_id=18366	0.0	0.0	0.0
@user Wroter for a facist rag supports the kying facist leader. Tell us something new	0.0	0.0	0.0
@user @user I'm sorry but we DO NOT have 1/4 of million dead from covid. Total deaths in the U.S.. are actually lower this yr than yrs before. Do some research on your own and quit believing everything you hear on the news.	1.0	0.0	0.0
Dear #NIN applicants, you can kindly download the enrolment form below.👇 http://www.commtech.gov.ng/Doc/enrolment_form_v2.pdf Fill & submit the form in any of @user's enrollment centers to be enrolled into the National Identity Database & be issued the National Identification Number. #DigitalNigeria	0.0	0.0	0.0
